"","y","site","year","month","pocc","socc","season","aspect","habitat","elevation","slope","rugg","popden","roadden","distpop","distroad"
"342",0,171,2008,1,1,2,1,0,3,0.858,7.16380136563081,4,3.43289833068848,0.112774655222893,2.632014453125,0.4
"501",0,159,2008,2,1,3,1,1,3,1.13,1.77018502327788,6,3.06717395782471,0.111259467899799,3.51105390625,0.82462109375
"502",0,160,2008,2,1,3,1,1,3,1.052,2.51420232446893,6,3.33123931884766,0.109272949397564,3.456515625,0.72111025390625
"503",0,161,2008,2,1,3,1,1,3,1.13,1.77018502327788,6,3.094407081604,0.111259467899799,3.51105390625,0.82462109375
"504",0,162,2008,2,1,3,1,0,2,1.043,2.39684550016707,6,2.92646751403809,0.11164840310812,3.389321484375,1
"505",0,163,2008,2,1,3,1,0,2,1.071,3.73336274684894,4,3.05988388061523,0.113219253718853,3.13169296875,0.8944271484375
"506",0,164,2008,2,1,3,1,0,2,1.016,0.764359897507546,4,3.08454494476318,0.112426973879337,3.32076796875,0.8944271484375
"507",0,165,2008,2,1,3,1,0,2,1.011,4.69893876503802,7,2.93537368774414,0.112323895096779,3.204294140625,0.72111025390625
"508",0,166,2008,2,1,3,1,0,3,0.747,6.59954686816618,4,3.22793197631836,0.112399406731129,2.688401171875,0.44721357421875
"509",0,167,2008,2,1,3,1,1,4,1.052,2.51420232446893,6,3.35981407165527,0.109272949397564,3.456515625,0.632455517578125
"510",0,168,2008,2,1,3,1,0,4,1.22,3.20248751567296,6,3.28781127929688,0.113328889012337,3.021175390625,0.82462109375
"511",0,169,2008,2,1,3,1,1,4,1.039,3.34566577860641,6,3.52609405517578,0.110403515398502,3.216753125,0.56568544921875
"512",0,170,2008,2,1,3,1,0,3,1.22,2.25442524238444,6,3.28781127929688,0.113328889012337,3.021175390625,0.72111025390625
"513",0,171,2008,2,1,3,1,0,3,0.858,7.16380136563081,4,3.43289833068848,0.112774655222893,2.632014453125,0.4
"672",1,159,2008,3,1,4,1,1,3,1.13,1.77018502327788,6,3.06717395782471,0.111259467899799,3.51105390625,0.82462109375
"673",0,160,2008,3,1,4,1,1,3,1.052,2.51420232446893,6,3.33123931884766,0.109272949397564,3.456515625,0.72111025390625
"674",1,161,2008,3,1,4,1,1,3,1.13,1.77018502327788,6,3.094407081604,0.111259467899799,3.51105390625,0.82462109375
"675",0,162,2008,3,1,4,1,0,2,1.043,2.39684550016707,6,2.92646751403809,0.11164840310812,3.389321484375,1
"676",0,163,2008,3,1,4,1,0,2,1.071,3.73336274684894,4,3.05988388061523,0.113219253718853,3.13169296875,0.8944271484375
"677",0,164,2008,3,1,4,1,0,2,1.016,0.764359897507546,4,3.08454494476318,0.112426973879337,3.32076796875,0.8944271484375
"679",0,166,2008,3,1,4,1,0,3,0.747,6.59954686816618,4,3.22793197631836,0.112399406731129,2.688401171875,0.44721357421875
"680",0,167,2008,3,1,4,1,1,4,1.052,2.51420232446893,6,3.35981407165527,0.109272949397564,3.456515625,0.632455517578125
"681",0,168,2008,3,1,4,1,0,4,1.22,3.20248751567296,6,3.28781127929688,0.113328889012337,3.021175390625,0.82462109375
"682",0,169,2008,3,1,4,1,1,4,1.039,3.34566577860641,6,3.52609405517578,0.110403515398502,3.216753125,0.56568544921875
"683",0,170,2008,3,1,4,1,0,3,1.22,2.25442524238444,6,3.28781127929688,0.113328889012337,3.021175390625,0.72111025390625
"684",0,171,2008,3,1,4,1,0,3,0.858,7.16380136563081,4,3.43289833068848,0.112774655222893,2.632014453125,0.4
"842",0,158,2008,5,2,5,0,1,4,1.032,1.75190184676653,4,3.33123931884766,0.111432261765003,3.26305078125,0.56568544921875
"843",0,159,2008,5,2,5,0,1,3,1.13,1.77018502327788,6,3.06717395782471,0.111259467899799,3.51105390625,0.82462109375
"845",0,161,2008,5,2,5,0,1,3,1.13,1.77018502327788,6,3.094407081604,0.111259467899799,3.51105390625,0.82462109375
"846",0,162,2008,5,2,5,0,0,2,1.043,2.39684550016707,6,2.92646751403809,0.11164840310812,3.389321484375,1
"848",0,164,2008,5,2,5,0,0,2,1.016,0.764359897507546,4,3.08454494476318,0.112426973879337,3.32076796875,0.8944271484375
"850",0,166,2008,5,2,5,0,0,3,0.747,6.59954686816618,4,3.22793197631836,0.112399406731129,2.688401171875,0.44721357421875
"851",0,167,2008,5,2,5,0,1,4,1.052,2.51420232446893,6,3.35981407165527,0.109272949397564,3.456515625,0.632455517578125
"852",0,168,2008,5,2,5,0,0,4,1.22,3.20248751567296,6,3.28781127929688,0.113328889012337,3.021175390625,0.82462109375
"853",0,169,2008,5,2,5,0,1,4,1.039,3.34566577860641,6,3.52609405517578,0.110403515398502,3.216753125,0.56568544921875
"854",0,170,2008,5,2,5,0,0,3,1.22,2.25442524238444,6,3.28781127929688,0.113328889012337,3.021175390625,0.72111025390625
"855",0,171,2008,5,2,5,0,0,3,0.858,7.16380136563081,4,3.43289833068848,0.112774655222893,2.632014453125,0.4
"1013",0,158,2008,6,2,6,0,1,4,1.032,1.75190184676653,4,3.33123931884766,0.111432261765003,3.26305078125,0.56568544921875
"1014",1,159,2008,6,2,6,0,1,3,1.13,1.77018502327788,6,3.06717395782471,0.111259467899799,3.51105390625,0.82462109375
"1016",0,161,2008,6,2,6,0,1,3,1.13,1.77018502327788,6,3.094407081604,0.111259467899799,3.51105390625,0.82462109375
"1017",1,162,2008,6,2,6,0,0,2,1.043,2.39684550016707,6,2.92646751403809,0.11164840310812,3.389321484375,1
"1019",0,164,2008,6,2,6,0,0,2,1.016,0.764359897507546,4,3.08454494476318,0.112426973879337,3.32076796875,0.8944271484375
"1021",0,166,2008,6,2,6,0,0,3,0.747,6.59954686816618,4,3.22793197631836,0.112399406731129,2.688401171875,0.44721357421875
"1022",0,167,2008,6,2,6,0,1,4,1.052,2.51420232446893,6,3.35981407165527,0.109272949397564,3.456515625,0.632455517578125
"1023",1,168,2008,6,2,6,0,0,4,1.22,3.20248751567296,6,3.28781127929688,0.113328889012337,3.021175390625,0.82462109375
"1024",1,169,2008,6,2,6,0,1,4,1.039,3.34566577860641,6,3.52609405517578,0.110403515398502,3.216753125,0.56568544921875
"1025",1,170,2008,6,2,6,0,0,3,1.22,2.25442524238444,6,3.28781127929688,0.113328889012337,3.021175390625,0.72111025390625
"1026",1,171,2008,6,2,6,0,0,3,0.858,7.16380136563081,4,3.43289833068848,0.112774655222893,2.632014453125,0.4
"1036",1,10,2008,7,2,7,0,1,3,1.478,1.30175401823352,4,3.24217376708984,0.164138942956924,1.3738630859375,1.4
"1037",0,11,2008,7,2,7,0,1,3,1.457,2.13877769520527,4,2.95655651092529,0.158796146512032,1.21140380859375,1.2
"1038",1,12,2008,7,2,7,0,1,3,1.35,2.29678551118621,6,3.33834381103516,0.170021265745163,1.651514453125,1.2
"1039",1,13,2008,7,2,7,0,1,3,1.506,2.6958605931063,4,3.05145511627197,0.158861398696899,1.3444326171875,1.2
"1040",1,14,2008,7,2,7,0,1,3,1.571,4.57252629020743,6,3.13131771087646,0.153663590550423,1.3738630859375,1
"1041",1,15,2008,7,2,7,0,0,3,1.591,2.45018918513924,6,2.7578763961792,0.149466544389725,1.06183740234375,1
"1042",0,16,2008,7,2,7,0,0,3,1.546,1.24578470551827,6,2.83689060211182,0.152077004313469,1.21140380859375,1
"1043",1,17,2008,7,2,7,0,1,3,1.451,5.83891902908915,6,3.4158618927002,0.157103061676025,1.49248095703125,1.2
"1044",1,18,2008,7,2,7,0,1,3,1.478,2.61959344617018,6,2.92476215362549,0.145361825823784,1.27573544921875,0.8
"1045",1,19,2008,7,2,7,0,1,3,1.23,7.81987204884345,6,3.12768268585205,0.140937328338623,1.45859560546875,0.8
"1046",0,20,2008,7,2,7,0,1,3,1.139,9.80295996889511,6,3.36492500305176,0.151156812906265,1.54515380859375,1
"1047",0,21,2008,7,2,7,0,1,1,0.986,9.9971755342615,7,3.69487190246582,0.15689942240715,1.651514453125,1.01980390625
"1048",0,22,2008,7,2,7,0,1,3,1.399,6.14481371613353,6,3.79778289794922,0.160780265927315,1.6271138671875,1.2
"1049",1,23,2008,7,2,7,0,1,1,1.029,9.91635583687227,7,4.12619743347168,0.159690678119659,1.77411953125,1
"1050",0,24,2008,7,2,7,0,0,3,1.41,4.53408705987733,5,2.67200660705566,0.147889584302902,1.09886318359375,0.8
"1051",0,25,2008,7,2,7,0,0,2,1.318,5.90520833413743,6,2.62087059020996,0.150197550654411,0.9313962890625,0.8
"1052",0,26,2008,7,2,7,0,1,3,1.279,7.14958985982912,4,2.95186252593994,0.131716430187225,1.39552939453125,0.6
"1053",0,27,2008,7,2,7,0,1,3,1.482,1.95519571035526,5,2.77145214080811,0.139620199799538,1.2031220703125,0.6
"1054",0,28,2008,7,2,7,0,0,2,1.104,2.65755613805918,7,2.53758525848389,0.146934121847153,0.8291576171875,0.6
"1055",0,29,2008,7,2,7,0,0,2,1.318,3.96977273518548,6,2.56198768615723,0.143944501876831,1.013658203125,0.6
"1184",0,158,2008,7,2,7,0,1,4,1.032,1.75190184676653,4,3.33123931884766,0.111432261765003,3.26305078125,0.56568544921875
"1185",0,159,2008,7,2,7,0,1,3,1.13,1.77018502327788,6,3.06717395782471,0.111259467899799,3.51105390625,0.82462109375
"1187",0,161,2008,7,2,7,0,1,3,1.13,1.77018502327788,6,3.094407081604,0.111259467899799,3.51105390625,0.82462109375
"1188",0,162,2008,7,2,7,0,0,2,1.043,2.39684550016707,6,2.92646751403809,0.11164840310812,3.389321484375,1
"1190",0,164,2008,7,2,7,0,0,2,1.016,0.764359897507546,4,3.08454494476318,0.112426973879337,3.32076796875,0.8944271484375
"1192",0,166,2008,7,2,7,0,0,3,0.747,6.59954686816618,4,3.22793197631836,0.112399406731129,2.688401171875,0.44721357421875
"1193",0,167,2008,7,2,7,0,1,4,1.052,2.51420232446893,6,3.35981407165527,0.109272949397564,3.456515625,0.632455517578125
"1194",0,168,2008,7,2,7,0,0,4,1.22,3.20248751567296,6,3.28781127929688,0.113328889012337,3.021175390625,0.82462109375
"1195",0,169,2008,7,2,7,0,1,4,1.039,3.34566577860641,6,3.52609405517578,0.110403515398502,3.216753125,0.56568544921875
"1196",0,170,2008,7,2,7,0,0,3,1.22,2.25442524238444,6,3.28781127929688,0.113328889012337,3.021175390625,0.72111025390625
"1197",0,171,2008,7,2,7,0,0,3,0.858,7.16380136563081,4,3.43289833068848,0.112774655222893,2.632014453125,0.4
"1207",1,10,2008,8,2,8,0,1,3,1.478,1.30175401823352,4,3.24217376708984,0.164138942956924,1.3738630859375,1.4
"1208",1,11,2008,8,2,8,0,1,3,1.457,2.13877769520527,4,2.95655651092529,0.158796146512032,1.21140380859375,1.2
"1209",1,12,2008,8,2,8,0,1,3,1.35,2.29678551118621,6,3.33834381103516,0.170021265745163,1.651514453125,1.2
"1210",1,13,2008,8,2,8,0,1,3,1.506,2.6958605931063,4,3.05145511627197,0.158861398696899,1.3444326171875,1.2
"1211",1,14,2008,8,2,8,0,1,3,1.571,4.57252629020743,6,3.13131771087646,0.153663590550423,1.3738630859375,1
"1212",1,15,2008,8,2,8,0,0,3,1.591,2.45018918513924,6,2.7578763961792,0.149466544389725,1.06183740234375,1
"1213",0,16,2008,8,2,8,0,0,3,1.546,1.24578470551827,6,2.83689060211182,0.152077004313469,1.21140380859375,1
"1214",1,17,2008,8,2,8,0,1,3,1.451,5.83891902908915,6,3.4158618927002,0.157103061676025,1.49248095703125,1.2
"1215",1,18,2008,8,2,8,0,1,3,1.478,2.61959344617018,6,2.92476215362549,0.145361825823784,1.27573544921875,0.8
"1216",1,19,2008,8,2,8,0,1,3,1.23,7.81987204884345,6,3.12768268585205,0.140937328338623,1.45859560546875,0.8
"1217",0,20,2008,8,2,8,0,1,3,1.139,9.80295996889511,6,3.36492500305176,0.151156812906265,1.54515380859375,1
"1218",0,21,2008,8,2,8,0,1,1,0.986,9.9971755342615,7,3.69487190246582,0.15689942240715,1.651514453125,1.01980390625
"1219",1,22,2008,8,2,8,0,1,3,1.399,6.14481371613353,6,3.79778289794922,0.160780265927315,1.6271138671875,1.2
"1220",1,23,2008,8,2,8,0,1,1,1.029,9.91635583687227,7,4.12619743347168,0.159690678119659,1.77411953125,1
"1221",0,24,2008,8,2,8,0,0,3,1.41,4.53408705987733,5,2.67200660705566,0.147889584302902,1.09886318359375,0.8
"1222",0,25,2008,8,2,8,0,0,2,1.318,5.90520833413743,6,2.62087059020996,0.150197550654411,0.9313962890625,0.8
"1223",0,26,2008,8,2,8,0,1,3,1.279,7.14958985982912,4,2.95186252593994,0.131716430187225,1.39552939453125,0.6
"1224",0,27,2008,8,2,8,0,1,3,1.482,1.95519571035526,5,2.77145214080811,0.139620199799538,1.2031220703125,0.6
"1225",0,28,2008,8,2,8,0,0,2,1.104,2.65755613805918,7,2.53758525848389,0.146934121847153,0.8291576171875,0.6
"1226",1,29,2008,8,2,8,0,0,2,1.318,3.96977273518548,6,2.56198768615723,0.143944501876831,1.013658203125,0.6
"1378",1,10,2008,9,2,9,0,1,3,1.478,1.30175401823352,4,3.24217376708984,0.164138942956924,1.3738630859375,1.4
"1379",1,11,2008,9,2,9,0,1,3,1.457,2.13877769520527,4,2.95655651092529,0.158796146512032,1.21140380859375,1.2
"1380",1,12,2008,9,2,9,0,1,3,1.35,2.29678551118621,6,3.33834381103516,0.170021265745163,1.651514453125,1.2
"1381",1,13,2008,9,2,9,0,1,3,1.506,2.6958605931063,4,3.05145511627197,0.158861398696899,1.3444326171875,1.2
"1382",1,14,2008,9,2,9,0,1,3,1.571,4.57252629020743,6,3.13131771087646,0.153663590550423,1.3738630859375,1
"1383",1,15,2008,9,2,9,0,0,3,1.591,2.45018918513924,6,2.7578763961792,0.149466544389725,1.06183740234375,1
"1384",1,16,2008,9,2,9,0,0,3,1.546,1.24578470551827,6,2.83689060211182,0.152077004313469,1.21140380859375,1
"1385",1,17,2008,9,2,9,0,1,3,1.451,5.83891902908915,6,3.4158618927002,0.157103061676025,1.49248095703125,1.2
"1386",0,18,2008,9,2,9,0,1,3,1.478,2.61959344617018,6,2.92476215362549,0.145361825823784,1.27573544921875,0.8
"1387",1,19,2008,9,2,9,0,1,3,1.23,7.81987204884345,6,3.12768268585205,0.140937328338623,1.45859560546875,0.8
"1388",0,20,2008,9,2,9,0,1,3,1.139,9.80295996889511,6,3.36492500305176,0.151156812906265,1.54515380859375,1
"1389",0,21,2008,9,2,9,0,1,1,0.986,9.9971755342615,7,3.69487190246582,0.15689942240715,1.651514453125,1.01980390625
"1390",1,22,2008,9,2,9,0,1,3,1.399,6.14481371613353,6,3.79778289794922,0.160780265927315,1.6271138671875,1.2
"1391",0,23,2008,9,2,9,0,1,1,1.029,9.91635583687227,7,4.12619743347168,0.159690678119659,1.77411953125,1
"1392",0,24,2008,9,2,9,0,0,3,1.41,4.53408705987733,5,2.67200660705566,0.147889584302902,1.09886318359375,0.8
"1393",0,25,2008,9,2,9,0,0,2,1.318,5.90520833413743,6,2.62087059020996,0.150197550654411,0.9313962890625,0.8
"1394",0,26,2008,9,2,9,0,1,3,1.279,7.14958985982912,4,2.95186252593994,0.131716430187225,1.39552939453125,0.6
"1395",1,27,2008,9,2,9,0,1,3,1.482,1.95519571035526,5,2.77145214080811,0.139620199799538,1.2031220703125,0.6
"1396",1,28,2008,9,2,9,0,0,2,1.104,2.65755613805918,7,2.53758525848389,0.146934121847153,0.8291576171875,0.6
"1397",0,29,2008,9,2,9,0,0,2,1.318,3.96977273518548,6,2.56198768615723,0.143944501876831,1.013658203125,0.6
"1398",0,30,2008,9,2,9,0,0,3,1.472,4.32438408428335,6,3.24217376708984,0.161264091730118,1.27573544921875,1.3416408203125
"1399",0,31,2008,9,2,9,0,0,3,1.466,5.23921399176866,5,2.91378898620605,0.153547063469887,1.09886318359375,1.16619033203125
"1400",0,32,2008,9,2,9,0,0,3,1.588,5.07026333157112,7,2.7578763961792,0.150769174098969,0.9313962890625,1
"1401",1,33,2008,9,2,9,0,0,2,1.227,7.42698904213893,7,2.62087059020996,0.151069387793541,0.77942119140625,0.8
"1402",0,34,2008,9,2,9,0,0,3,1.588,5.07026333157112,7,2.72130279541016,0.150769174098969,0.9313962890625,0.82462109375
"1403",0,35,2008,9,2,9,0,0,3,1.431,3.40759935218486,6,3.19961891174316,0.166729122400284,1.45859560546875,1.1313708984375
"1404",0,36,2008,9,2,9,0,0,3,1.466,5.23921399176866,5,2.91378898620605,0.153547063469887,1.09886318359375,0.8944271484375
"1405",0,37,2008,9,2,9,0,0,1,1.169,8.81948194281325,7,3.19961891174316,0.145561963319778,1.275734765625,1.1313708984375
"1406",0,38,2008,9,2,9,0,1,3,1.218,6.35279374926785,6,4.28111801147461,0.168064966797829,1.77411953125,1.2
"1407",0,39,2008,9,2,9,0,1,3,1.35,2.26479551702153,6,3.7553768157959,0.170021265745163,1.651514453125,1.2
"1408",0,40,2008,9,2,9,0,1,1,1.428,2.41076985721843,5,3.6280517578125,0.171360909938812,1.54515380859375,1.4
"1409",0,41,2008,9,2,9,0,0,1,1.287,5.90603364303121,5,4.02196846008301,0.172618046402931,1.6454486328125,1.3416408203125
"1410",0,42,2008,9,2,9,0,0,1,1.431,2.85791164737441,6,3.6280517578125,0.166729122400284,1.45859560546875,1.4422205078125
"1411",0,43,2008,9,2,9,0,1,3,1.28,3.31855042231106,7,4.30247077941895,0.178360641002655,1.8186533203125,1.16619033203125
"1412",0,44,2008,9,2,9,0,0,1,1.057,3.20735222529413,5,4.75416107177734,0.187155663967133,1.9045998046875,1.26491103515625
"1413",0,45,2008,9,2,9,0,0,3,0.962,4.80656722043304,4,4.57520866394043,0.181207224726677,1.8283080078125,0.8944271484375
"1414",0,46,2008,9,2,9,0,0,1,1.23,5.10956090613606,7,4.02196846008301,0.144755035638809,1.43090859375,1
"1415",0,47,2008,9,2,9,0,0,1,0.962,4.80656722043304,4,4.75416107177734,0.181207224726677,1.8283080078125,1.26491103515625
"1549",0,10,2008,10,2,10,0,1,3,1.478,1.30175401823352,4,3.24217376708984,0.164138942956924,1.3738630859375,1.4
"1550",0,11,2008,10,2,10,0,1,3,1.457,2.13877769520527,4,2.95655651092529,0.158796146512032,1.21140380859375,1.2
"1551",1,12,2008,10,2,10,0,1,3,1.35,2.29678551118621,6,3.33834381103516,0.170021265745163,1.651514453125,1.2
"1552",0,13,2008,10,2,10,0,1,3,1.506,2.6958605931063,4,3.05145511627197,0.158861398696899,1.3444326171875,1.2
"1553",1,14,2008,10,2,10,0,1,3,1.571,4.57252629020743,6,3.13131771087646,0.153663590550423,1.3738630859375,1
"1554",1,15,2008,10,2,10,0,0,3,1.591,2.45018918513924,6,2.7578763961792,0.149466544389725,1.06183740234375,1
"1555",1,16,2008,10,2,10,0,0,3,1.546,1.24578470551827,6,2.83689060211182,0.152077004313469,1.21140380859375,1
"1556",1,17,2008,10,2,10,0,1,3,1.451,5.83891902908915,6,3.4158618927002,0.157103061676025,1.49248095703125,1.2
"1557",1,18,2008,10,2,10,0,1,3,1.478,2.61959344617018,6,2.92476215362549,0.145361825823784,1.27573544921875,0.8
"1558",1,19,2008,10,2,10,0,1,3,1.23,7.81987204884345,6,3.12768268585205,0.140937328338623,1.45859560546875,0.8
"1559",0,20,2008,10,2,10,0,1,3,1.139,9.80295996889511,6,3.36492500305176,0.151156812906265,1.54515380859375,1
"1560",0,21,2008,10,2,10,0,1,1,0.986,9.9971755342615,7,3.69487190246582,0.15689942240715,1.651514453125,1.01980390625
"1561",1,22,2008,10,2,10,0,1,3,1.399,6.14481371613353,6,3.79778289794922,0.160780265927315,1.6271138671875,1.2
"1562",0,23,2008,10,2,10,0,1,1,1.029,9.91635583687227,7,4.12619743347168,0.159690678119659,1.77411953125,1
"1563",0,24,2008,10,2,10,0,0,3,1.41,4.53408705987733,5,2.67200660705566,0.147889584302902,1.09886318359375,0.8
"1564",0,25,2008,10,2,10,0,0,2,1.318,5.90520833413743,6,2.62087059020996,0.150197550654411,0.9313962890625,0.8
"1565",0,26,2008,10,2,10,0,1,3,1.279,7.14958985982912,4,2.95186252593994,0.131716430187225,1.39552939453125,0.6
"1566",1,27,2008,10,2,10,0,1,3,1.482,1.95519571035526,5,2.77145214080811,0.139620199799538,1.2031220703125,0.6
"1567",0,28,2008,10,2,10,0,0,2,1.104,2.65755613805918,7,2.53758525848389,0.146934121847153,0.8291576171875,0.6
"1568",0,29,2008,10,2,10,0,0,2,1.318,3.96977273518548,6,2.56198768615723,0.143944501876831,1.013658203125,0.6
"1569",0,30,2008,10,2,10,0,0,3,1.472,4.32438408428335,6,3.24217376708984,0.161264091730118,1.27573544921875,1.3416408203125
"1570",1,31,2008,10,2,10,0,0,3,1.466,5.23921399176866,5,2.91378898620605,0.153547063469887,1.09886318359375,1.16619033203125
"1571",1,32,2008,10,2,10,0,0,3,1.588,5.07026333157112,7,2.7578763961792,0.150769174098969,0.9313962890625,1
"1572",1,33,2008,10,2,10,0,0,2,1.227,7.42698904213893,7,2.62087059020996,0.151069387793541,0.77942119140625,0.8
"1573",1,34,2008,10,2,10,0,0,3,1.588,5.07026333157112,7,2.72130279541016,0.150769174098969,0.9313962890625,0.82462109375
"1574",1,35,2008,10,2,10,0,0,3,1.431,3.40759935218486,6,3.19961891174316,0.166729122400284,1.45859560546875,1.1313708984375
"1575",0,36,2008,10,2,10,0,0,3,1.466,5.23921399176866,5,2.91378898620605,0.153547063469887,1.09886318359375,0.8944271484375
"1576",1,37,2008,10,2,10,0,0,1,1.169,8.81948194281325,7,3.19961891174316,0.145561963319778,1.275734765625,1.1313708984375
"1577",1,38,2008,10,2,10,0,1,3,1.218,6.35279374926785,6,4.28111801147461,0.168064966797829,1.77411953125,1.2
"1578",0,39,2008,10,2,10,0,1,3,1.35,2.26479551702153,6,3.7553768157959,0.170021265745163,1.651514453125,1.2
"1579",1,40,2008,10,2,10,0,1,1,1.428,2.41076985721843,5,3.6280517578125,0.171360909938812,1.54515380859375,1.4
"1580",1,41,2008,10,2,10,0,0,1,1.287,5.90603364303121,5,4.02196846008301,0.172618046402931,1.6454486328125,1.3416408203125
"1581",0,42,2008,10,2,10,0,0,1,1.431,2.85791164737441,6,3.6280517578125,0.166729122400284,1.45859560546875,1.4422205078125
"1582",0,43,2008,10,2,10,0,1,3,1.28,3.31855042231106,7,4.30247077941895,0.178360641002655,1.8186533203125,1.16619033203125
"1583",0,44,2008,10,2,10,0,0,1,1.057,3.20735222529413,5,4.75416107177734,0.187155663967133,1.9045998046875,1.26491103515625
"1584",0,45,2008,10,2,10,0,0,3,0.962,4.80656722043304,4,4.57520866394043,0.181207224726677,1.8283080078125,0.8944271484375
"1585",1,46,2008,10,2,10,0,0,1,1.23,5.10956090613606,7,4.02196846008301,0.144755035638809,1.43090859375,1
"1586",0,47,2008,10,2,10,0,0,1,0.962,4.80656722043304,4,4.75416107177734,0.181207224726677,1.8283080078125,1.26491103515625
"1587",0,48,2008,10,2,10,0,1,1,1.233,5.24104800348973,7,4.8933422088623,0.17869071662426,1.9306734375,1.16619033203125
"1588",1,49,2008,10,2,10,0,0,1,1.244,5.40656787901015,6,4.12784042358398,0.178533166646957,1.722643359375,1.3416408203125
"1589",0,50,2008,10,2,10,0,0,3,0.992,6.78385910472488,7,2.90446891784668,0.145936891436577,0.96182421875,0.72111025390625
"1590",1,51,2008,10,2,10,0,0,3,1.115,7.62040665906541,7,3.18196449279785,0.144155189394951,1.1291447265625,0.848528125
"1591",0,52,2008,10,2,10,0,0,3,1.23,5.10956090613606,7,3.95903358459473,0.144755035638809,1.43090859375,0.848528125
"1592",1,53,2008,10,2,10,0,0,3,1.169,8.81948194281325,7,3.18196449279785,0.145561963319778,1.275734765625,1.1313708984375
"1593",1,54,2008,10,2,10,0,1,3,1.279,7.14958985982912,4,3.19202575683594,0.131716430187225,1.39552939453125,0.6
"1594",0,55,2008,10,2,10,0,1,3,1.479,7.0472921883164,5,2.80479698181152,0.129347413778305,1.35922890625,0.4
"1595",0,56,2008,10,2,10,0,1,1,1.397,8.26328733084353,5,2.68048095703125,0.133602917194366,1.35185185546875,0.2
"1596",0,57,2008,10,2,10,0,0,3,1.508,1.36187200478379,6,2.65250129699707,0.134661257266998,1.1608205078125,0.4
